absent_player,team_name,teammate,avg_mins,games_sampled
Teja Oblak,Portland Fire,Julie Vanloo,14.94,2
Teja Oblak,Portland Fire,Megan Gustafson,14.37,6
Teja Oblak,Portland Fire,Serah Williams,12.19,5
Teja Oblak,Portland Fire,Frieda Buhner,12.03,4
Teja Oblak,Portland Fire,Haley Jones,11.32,5
Teja Oblak,Portland Fire,Han Xu,6.42,2
Teja Oblak,Portland Fire,Aubrey Griffin,1.15,2
Awa Fam,Seattle Storm,Kennedy Burke,27.03,3
Awa Fam,Seattle Storm,Dominique Malonga,26.62,3
Awa Fam,Seattle Storm,Flau'jae Johnson,26.53,6
Awa Fam,Seattle Storm,Natisha Hiedeman,26.40,6
Awa Fam,Seattle Storm,Charlisse Leger-Walker,26.12,3
Awa Fam,Seattle Storm,Aaliyah Edwards,25.48,2
Awa Fam,Seattle Storm,Stefanie Dolson,25.47,6
Awa Fam,Seattle Storm,Jade Melbourne,24.71,6
Awa Fam,Seattle Storm,Diamond Miller,21.71,3
Awa Fam,Seattle Storm,Nell Angloma,21.58,2
Awa Fam,Seattle Storm,Raegan Beers,20.83,2
Awa Fam,Seattle Storm,Zia Cooke,19.49,6
Awa Fam,Seattle Storm,Aneesah Morrow,18.53,3
Awa Fam,Seattle Storm,Lexie Brown,18.38,6
Awa Fam,Seattle Storm,Saniya Rivers,17.99,3
Awa Fam,Seattle Storm,Jordan Horston,17.04,6
Awa Fam,Seattle Storm,Mackenzie Holmes,15.48,6
Awa Fam,Seattle Storm,Hailey Van Lith,14.07,3
Awa Fam,Seattle Storm,Ashlon Jackson,12.37,2
Awa Fam,Seattle Storm,Grace Vanslooten,11.90,4
Awa Fam,Seattle Storm,Gianna Kneepkens,7.71,3
Awa Fam,Seattle Storm,Taylor Thierry,6.83,2
Dominique Malonga,Seattle Storm,Kelsey Mitchell,31.49,2
Dominique Malonga,Seattle Storm,Sonia Citron,31.05,2
Dominique Malonga,Seattle Storm,Charlisse Leger-Walker,28.99,2
Dominique Malonga,Seattle Storm,Shakira Austin,28.70,2
Dominique Malonga,Seattle Storm,Natisha Hiedeman,28.53,9
Dominique Malonga,Seattle Storm,Caitlin Clark,28.49,2
Dominique Malonga,Seattle Storm,Awa Fam,26.61,6
Dominique Malonga,Seattle Storm,Georgia Amoore,26.28,2
Dominique Malonga,Seattle Storm,Flau'jae Johnson,25.65,9
Dominique Malonga,Seattle Storm,Aaliyah Edwards,25.48,2
Dominique Malonga,Seattle Storm,Kiki Iriafen,25.06,2
Dominique Malonga,Seattle Storm,Monique Billings,24.68,2
Dominique Malonga,Seattle Storm,Jade Melbourne,24.60,9
Dominique Malonga,Seattle Storm,Sophie Cunningham,24.44,2
Dominique Malonga,Seattle Storm,Kennedy Burke,23.76,2
Dominique Malonga,Seattle Storm,Stefanie Dolson,23.58,9
Dominique Malonga,Seattle Storm,Makayla Timpson,22.79,2
Dominique Malonga,Seattle Storm,Nell Angloma,21.58,2
Dominique Malonga,Seattle Storm,Jordan Horston,20.94,9
Dominique Malonga,Seattle Storm,Raegan Beers,20.83,2
Dominique Malonga,Seattle Storm,Michaela Onyenwere,19.78,2
Dominique Malonga,Seattle Storm,Diamond Miller,19.21,2
Dominique Malonga,Seattle Storm,Myisha Hines-Allen,19.13,2
Dominique Malonga,Seattle Storm,Lexie Hull,17.78,2
Dominique Malonga,Seattle Storm,Zia Cooke,17.49,9
Dominique Malonga,Seattle Storm,Saniya Rivers,17.12,2
Dominique Malonga,Seattle Storm,Cassandre Prosper,16.36,2
Dominique Malonga,Seattle Storm,Mackenzie Holmes,15.71,9
Dominique Malonga,Seattle Storm,Katie Lou Samuelson,15.18,6
Dominique Malonga,Seattle Storm,Angela Dugalic,14.02,2
Dominique Malonga,Seattle Storm,Lexie Brown,12.67,7
Dominique Malonga,Seattle Storm,Tyasha Harris,12.62,2
Dominique Malonga,Seattle Storm,Ashlon Jackson,12.37,2
Dominique Malonga,Seattle Storm,Lauren Betts,12.23,2
Dominique Malonga,Seattle Storm,Aneesah Morrow,12.10,2
Dominique Malonga,Seattle Storm,Cotie McMahon,11.58,2
Dominique Malonga,Seattle Storm,Hailey Van Lith,10.99,2
Dominique Malonga,Seattle Storm,Gianna Kneepkens,7.58,2
Dominique Malonga,Seattle Storm,Taylor Thierry,6.83,2
Dominique Malonga,Seattle Storm,Taina Mair,2.73,2
Jordan Horston,Seattle Storm,Natisha Hiedeman,32.47,5
Jordan Horston,Seattle Storm,Flau'jae Johnson,32.24,5
Jordan Horston,Seattle Storm,Awa Fam,31.91,5
Jordan Horston,Seattle Storm,Dominique Malonga,31.50,5
Jordan Horston,Seattle Storm,Jade Melbourne,24.18,4
Jordan Horston,Seattle Storm,Zia Cooke,18.53,5
Jordan Horston,Seattle Storm,Katie Lou Samuelson,17.85,5
Jordan Horston,Seattle Storm,Stefanie Dolson,13.93,5
Jordan Horston,Seattle Storm,Taylor Thierry,4.54,4
Jordan Horston,Seattle Storm,Mackenzie Holmes,3.26,3
Katie Lou Samuelson,Seattle Storm,Kennedy Burke,27.03,3
Katie Lou Samuelson,Seattle Storm,Dominique Malonga,26.62,3
Katie Lou Samuelson,Seattle Storm,Flau'jae Johnson,26.53,6
Katie Lou Samuelson,Seattle Storm,Natisha Hiedeman,26.40,6
Katie Lou Samuelson,Seattle Storm,Charlisse Leger-Walker,26.12,3
Katie Lou Samuelson,Seattle Storm,Aaliyah Edwards,25.48,2
Katie Lou Samuelson,Seattle Storm,Stefanie Dolson,25.47,6
Katie Lou Samuelson,Seattle Storm,Jade Melbourne,24.71,6
Katie Lou Samuelson,Seattle Storm,Diamond Miller,21.71,3
Katie Lou Samuelson,Seattle Storm,Nell Angloma,21.58,2
Katie Lou Samuelson,Seattle Storm,Raegan Beers,20.83,2
Katie Lou Samuelson,Seattle Storm,Zia Cooke,19.49,6
Katie Lou Samuelson,Seattle Storm,Aneesah Morrow,18.53,3
Katie Lou Samuelson,Seattle Storm,Lexie Brown,18.38,6
Katie Lou Samuelson,Seattle Storm,Saniya Rivers,17.99,3
Katie Lou Samuelson,Seattle Storm,Jordan Horston,17.04,6
Katie Lou Samuelson,Seattle Storm,Mackenzie Holmes,15.48,6
Katie Lou Samuelson,Seattle Storm,Hailey Van Lith,14.07,3
Katie Lou Samuelson,Seattle Storm,Ashlon Jackson,12.37,2
Katie Lou Samuelson,Seattle Storm,Grace Vanslooten,11.90,4
Katie Lou Samuelson,Seattle Storm,Gianna Kneepkens,7.71,3
Katie Lou Samuelson,Seattle Storm,Taylor Thierry,6.83,2
Lexie Brown,Seattle Storm,Rhyne Howard,36.09,2
Lexie Brown,Seattle Storm,Jordin Canada,35.02,2
Lexie Brown,Seattle Storm,Kelsey Mitchell,34.16,2
Lexie Brown,Seattle Storm,Allisha Gray,33.90,2
Lexie Brown,Seattle Storm,Olivia Miles,33.25,3
Lexie Brown,Seattle Storm,Kahleah Copper,32.56,3
Lexie Brown,Seattle Storm,Alyssa Thomas,31.84,3
Lexie Brown,Seattle Storm,Caitlin Clark,31.38,2
Lexie Brown,Seattle Storm,Awa Fam,31.13,20
Lexie Brown,Seattle Storm,Natisha Hiedeman,30.85,20
Lexie Brown,Seattle Storm,Nneka Ogwumike,30.73,2
Lexie Brown,Seattle Storm,Angel Reese,30.68,2
Lexie Brown,Seattle Storm,Monique Billings,30.32,2
Lexie Brown,Seattle Storm,Makayla Timpson,30.23,2
Lexie Brown,Seattle Storm,Kayla McBride,30.19,3
Lexie Brown,Seattle Storm,Bridget Carleton,29.69,2
Lexie Brown,Seattle Storm,Flau'jae Johnson,29.51,20
Lexie Brown,Seattle Storm,Dearica Hamby,28.74,2
Lexie Brown,Seattle Storm,Noemie Brochant,27.65,2
Lexie Brown,Seattle Storm,Megan Gustafson,27.59,2
Lexie Brown,Seattle Storm,Courtney Williams,26.85,3
Lexie Brown,Seattle Storm,Natasha Howard,26.82,3
Lexie Brown,Seattle Storm,DeWanna Bonner,26.32,3
Lexie Brown,Seattle Storm,Rae Burrell,25.91,2
Lexie Brown,Seattle Storm,Sarah Ashlee Barker,25.80,2
Lexie Brown,Seattle Storm,Dominique Malonga,25.69,18
Lexie Brown,Seattle Storm,Carla Leite,25.66,2
Lexie Brown,Seattle Storm,Sophie Cunningham,25.38,2
Lexie Brown,Seattle Storm,Erica Wheeler,24.84,2
Lexie Brown,Seattle Storm,Lexi Held,24.64,3
Lexie Brown,Seattle Storm,Natasha Mack,24.33,2
Lexie Brown,Seattle Storm,Emily Engstler,24.23,2
Lexie Brown,Seattle Storm,Nia Coffey,23.71,3
Lexie Brown,Seattle Storm,Jade Melbourne,23.65,19
Lexie Brown,Seattle Storm,Ariel Atkins,23.45,2
Lexie Brown,Seattle Storm,Monique Akoa Makani,21.20,2
Lexie Brown,Seattle Storm,Maya Caldwell,21.06,3
Lexie Brown,Seattle Storm,Jordan Horston,17.80,15
Lexie Brown,Seattle Storm,Valeriane Ayayi,17.62,3
Lexie Brown,Seattle Storm,Dorka Juhasz,17.47,2
Lexie Brown,Seattle Storm,Frieda Buhner,15.56,2
Lexie Brown,Seattle Storm,Katie Lou Samuelson,15.48,20
Lexie Brown,Seattle Storm,Lexie Hull,15.26,2
Lexie Brown,Seattle Storm,Te-Hina Paopao,13.94,2
Lexie Brown,Seattle Storm,Zia Cooke,13.59,20
Lexie Brown,Seattle Storm,Ezi Magbegor,13.40,4
Lexie Brown,Seattle Storm,Teja Oblak,13.33,2
Lexie Brown,Seattle Storm,Stefanie Dolson,13.33,20
Lexie Brown,Seattle Storm,Nyadiew Puoch,12.88,2
Lexie Brown,Seattle Storm,Tyasha Harris,12.77,2
Lexie Brown,Seattle Storm,Anastasiia Olairi Kosu,12.66,2
Lexie Brown,Seattle Storm,Serah Williams,12.42,2
Lexie Brown,Seattle Storm,Sika Kone,12.36,2
Lexie Brown,Seattle Storm,Isobel Borlase,11.76,2
Lexie Brown,Seattle Storm,Chance Gray,10.51,2
Lexie Brown,Seattle Storm,Madina Okot,10.29,2
Lexie Brown,Seattle Storm,Myisha Hines-Allen,10.05,2
Lexie Brown,Seattle Storm,Kyara Linskens,9.84,2
Lexie Brown,Seattle Storm,Antonia Delaere,7.53,3
Lexie Brown,Seattle Storm,Quionche Carter,7.52,2
Lexie Brown,Seattle Storm,Mackenzie Holmes,6.49,12
Lexie Brown,Seattle Storm,Jihyun Park,6.15,2
Lexie Brown,Seattle Storm,Taina Mair,4.09,3
Lexie Brown,Seattle Storm,Taylor Thierry,3.52,7
Lexie Brown,Seattle Storm,Eliska Hamzova,1.27,2
Mackenzie Holmes,Seattle Storm,Kayla McBride,33.98,2
Mackenzie Holmes,Seattle Storm,Olivia Miles,33.40,2
Mackenzie Holmes,Seattle Storm,Awa Fam,32.44,8
Mackenzie Holmes,Seattle Storm,Natisha Hiedeman,32.39,8
Mackenzie Holmes,Seattle Storm,Flau'jae Johnson,31.44,8
Mackenzie Holmes,Seattle Storm,Dominique Malonga,28.95,8
Mackenzie Holmes,Seattle Storm,Courtney Williams,26.56,2
Mackenzie Holmes,Seattle Storm,Natasha Howard,25.18,2
Mackenzie Holmes,Seattle Storm,Jade Melbourne,24.33,7
Mackenzie Holmes,Seattle Storm,Nia Coffey,21.87,2
Mackenzie Holmes,Seattle Storm,Maya Caldwell,20.41,2
Mackenzie Holmes,Seattle Storm,Dorka Juhasz,17.47,2
Mackenzie Holmes,Seattle Storm,Katie Lou Samuelson,16.32,8
Mackenzie Holmes,Seattle Storm,Zia Cooke,16.01,8
Mackenzie Holmes,Seattle Storm,Jordan Horston,13.22,6
Mackenzie Holmes,Seattle Storm,Ezi Magbegor,10.95,2
Mackenzie Holmes,Seattle Storm,Stefanie Dolson,10.26,8
Mackenzie Holmes,Seattle Storm,Antonia Delaere,4.39,2
Mackenzie Holmes,Seattle Storm,Eliska Hamzova,1.27,2
Brittney Sykes,Toronto Tempo,Jessica Shepard,36.07,2
Brittney Sykes,Toronto Tempo,Paige Bueckers,34.17,2
Brittney Sykes,Toronto Tempo,Azzi Fudd,33.19,2
Brittney Sykes,Toronto Tempo,Julie Allemand,32.00,12
Brittney Sykes,Toronto Tempo,Rhyne Howard,31.60,2
Brittney Sykes,Toronto Tempo,Marina Mabrey,31.30,12
Brittney Sykes,Toronto Tempo,Angel Reese,31.13,2
Brittney Sykes,Toronto Tempo,Allisha Gray,31.13,2
Brittney Sykes,Toronto Tempo,Maria Conde,30.81,13
Brittney Sykes,Toronto Tempo,Jordin Canada,30.78,2
Brittney Sykes,Toronto Tempo,Kayla McBride,29.55,2
Brittney Sykes,Toronto Tempo,Arike Ogunbowale,28.39,2
Brittney Sykes,Toronto Tempo,Olivia Miles,27.21,2
Brittney Sykes,Toronto Tempo,Natasha Howard,26.12,2
Brittney Sykes,Toronto Tempo,Laura Juskaite,25.85,13
Brittney Sykes,Toronto Tempo,Isabelle Harrison,25.55,11
Brittney Sykes,Toronto Tempo,Courtney Williams,25.41,2
Brittney Sykes,Toronto Tempo,Naz Hillmon,24.20,2
Brittney Sykes,Toronto Tempo,Napheesa Collier,23.38,2
Brittney Sykes,Toronto Tempo,Nyara Sabally,20.77,9
Brittney Sykes,Toronto Tempo,Kiki Rice,20.07,2
Brittney Sykes,Toronto Tempo,Temi Fagbenle,19.94,8
Brittney Sykes,Toronto Tempo,Isobel Borlase,19.73,2
Brittney Sykes,Toronto Tempo,Dorka Juhasz,18.05,2
Brittney Sykes,Toronto Tempo,Awak Kuier,16.34,2
Brittney Sykes,Toronto Tempo,Maya Caldwell,15.88,2
Brittney Sykes,Toronto Tempo,Kia Nurse,14.56,13
Brittney Sykes,Toronto Tempo,Antonia Delaere,12.41,2
Brittney Sykes,Toronto Tempo,Alysha Clark,11.53,2
Brittney Sykes,Toronto Tempo,Alanna Smith,11.07,2
Brittney Sykes,Toronto Tempo,Madina Okot,10.85,2
Brittney Sykes,Toronto Tempo,Tima Pouye,10.58,12
Brittney Sykes,Toronto Tempo,Odyssey Sims,10.17,2
Brittney Sykes,Toronto Tempo,Nia Coffey,10.09,2
Brittney Sykes,Toronto Tempo,Kayla Alexander,10.08,4
Brittney Sykes,Toronto Tempo,Eliska Hamzova,8.56,2
Brittney Sykes,Toronto Tempo,Aziaha James,6.97,2
Brittney Sykes,Toronto Tempo,Teonni Key,6.28,11
Brittney Sykes,Toronto Tempo,Maddy Siegrist,5.58,2
Brittney Sykes,Toronto Tempo,Ornella Bankole,5.22,2
Brittney Sykes,Toronto Tempo,Sika Kone,0.99,2
Isabelle Harrison,Toronto Tempo,Kelsey Plum,34.52,2
Isabelle Harrison,Toronto Tempo,Brittney Sykes,32.05,10
Isabelle Harrison,Toronto Tempo,Dearica Hamby,31.40,2
Isabelle Harrison,Toronto Tempo,Erica Wheeler,31.38,2
Isabelle Harrison,Toronto Tempo,Nneka Ogwumike,31.18,2
Isabelle Harrison,Toronto Tempo,Jade Melbourne,27.62,2
Isabelle Harrison,Toronto Tempo,Marina Mabrey,27.37,12
Isabelle Harrison,Toronto Tempo,Kayla McBride,27.35,3
Isabelle Harrison,Toronto Tempo,Rae Burrell,26.63,2
Isabelle Harrison,Toronto Tempo,Courtney Williams,26.59,3
Isabelle Harrison,Toronto Tempo,Flau'jae Johnson,26.35,2
Isabelle Harrison,Toronto Tempo,Olivia Miles,25.87,3
Isabelle Harrison,Toronto Tempo,Kiki Rice,25.57,12
Isabelle Harrison,Toronto Tempo,Julie Allemand,24.89,7
Isabelle Harrison,Toronto Tempo,Natasha Howard,24.66,3
Isabelle Harrison,Toronto Tempo,Nyara Sabally,24.33,9
Isabelle Harrison,Toronto Tempo,Maria Conde,24.01,12
Isabelle Harrison,Toronto Tempo,Napheesa Collier,23.38,2
Isabelle Harrison,Toronto Tempo,Natisha Hiedeman,22.78,2
Isabelle Harrison,Toronto Tempo,Stefanie Dolson,22.45,2
Isabelle Harrison,Toronto Tempo,Laura Juskaite,22.36,12
Isabelle Harrison,Toronto Tempo,Temi Fagbenle,20.46,3
Isabelle Harrison,Toronto Tempo,Jordan Horston,20.08,2
Isabelle Harrison,Toronto Tempo,Dorka Juhasz,18.05,2
Isabelle Harrison,Toronto Tempo,Maya Caldwell,17.78,3
Isabelle Harrison,Toronto Tempo,Cameron Brink,17.43,2
Isabelle Harrison,Toronto Tempo,Nia Coffey,14.96,3
Isabelle Harrison,Toronto Tempo,Lexie Brown,14.69,2
Isabelle Harrison,Toronto Tempo,Antonia Delaere,14.26,3
Isabelle Harrison,Toronto Tempo,Zia Cooke,13.60,2
Isabelle Harrison,Toronto Tempo,Kate Martin,12.22,2
Isabelle Harrison,Toronto Tempo,Kia Nurse,11.99,12
Isabelle Harrison,Toronto Tempo,Teonni Key,11.69,12
Isabelle Harrison,Toronto Tempo,Anastasiia Olairi Kosu,10.49,2
Isabelle Harrison,Toronto Tempo,Chance Gray,10.37,2
Isabelle Harrison,Toronto Tempo,Mackenzie Holmes,10.21,2
Isabelle Harrison,Toronto Tempo,Nikolina Milic,9.01,7
Isabelle Harrison,Toronto Tempo,Lexi Held,7.49,8
Isabelle Harrison,Toronto Tempo,Eliska Hamzova,7.48,3
Isabelle Harrison,Toronto Tempo,Mariella Fasoula,5.11,3
Isabelle Harrison,Toronto Tempo,Tima Pouye,3.62,3
Julie Allemand,Toronto Tempo,Brittney Sykes,32.42,5
Julie Allemand,Toronto Tempo,Kiki Rice,31.25,5
Julie Allemand,Toronto Tempo,Marina Mabrey,27.47,6
Julie Allemand,Toronto Tempo,Nyara Sabally,25.17,4
Julie Allemand,Toronto Tempo,Maria Conde,24.99,6
Julie Allemand,Toronto Tempo,Laura Juskaite,22.71,6
Julie Allemand,Toronto Tempo,Kia Nurse,15.28,6
Julie Allemand,Toronto Tempo,Teonni Key,13.01,6
Julie Allemand,Toronto Tempo,Lexi Held,10.11,5
Julie Allemand,Toronto Tempo,Nikolina Milic,10.07,4
Julie Allemand,Toronto Tempo,Mariella Fasoula,6.99,2
Kiki Rice,Toronto Tempo,Jessica Shepard,36.07,2
Kiki Rice,Toronto Tempo,Paige Bueckers,34.17,2
Kiki Rice,Toronto Tempo,Rhyne Howard,33.62,3
Kiki Rice,Toronto Tempo,Azzi Fudd,33.19,2
Kiki Rice,Toronto Tempo,Sonia Citron,32.68,2
Kiki Rice,Toronto Tempo,Allisha Gray,32.57,3
Kiki Rice,Toronto Tempo,Leila Lacan,31.58,2
Kiki Rice,Toronto Tempo,Brittney Sykes,31.23,5
Kiki Rice,Toronto Tempo,Marina Mabrey,31.09,15
Kiki Rice,Toronto Tempo,Julie Allemand,30.87,15
Kiki Rice,Toronto Tempo,Shakira Austin,30.07,2
Kiki Rice,Toronto Tempo,Jordin Canada,29.84,3
Kiki Rice,Toronto Tempo,Angel Reese,29.68,3
Kiki Rice,Toronto Tempo,Maria Conde,28.74,16
Kiki Rice,Toronto Tempo,Arike Ogunbowale,28.39,2
Kiki Rice,Toronto Tempo,Kennedy Burke,27.97,2
Kiki Rice,Toronto Tempo,Saniya Rivers,27.81,2
Kiki Rice,Toronto Tempo,Naz Hillmon,26.67,3
Kiki Rice,Toronto Tempo,Michaela Onyenwere,26.11,2
Kiki Rice,Toronto Tempo,Diamond Miller,25.51,2
Kiki Rice,Toronto Tempo,Laura Juskaite,25.33,16
Kiki Rice,Toronto Tempo,Aaliyah Edwards,25.13,2
Kiki Rice,Toronto Tempo,Isabelle Harrison,24.07,16
Kiki Rice,Toronto Tempo,Georgia Amoore,23.84,2
Kiki Rice,Toronto Tempo,Olivia Nelson-Ododa,22.93,2
Kiki Rice,Toronto Tempo,Nyara Sabally,22.78,10
Kiki Rice,Toronto Tempo,Lauren Betts,20.19,2
Kiki Rice,Toronto Tempo,Cotie McMahon,19.81,2
Kiki Rice,Toronto Tempo,Isobel Borlase,19.21,3
Kiki Rice,Toronto Tempo,Charlisse Leger-Walker,18.30,2
Kiki Rice,Toronto Tempo,Temi Fagbenle,17.44,9
Kiki Rice,Toronto Tempo,Awak Kuier,16.34,2
Kiki Rice,Toronto Tempo,Alicia Florez,13.78,2
Kiki Rice,Toronto Tempo,Te-Hina Paopao,12.95,2
Kiki Rice,Toronto Tempo,Kia Nurse,12.09,16
Kiki Rice,Toronto Tempo,Alysha Clark,11.53,2
Kiki Rice,Toronto Tempo,Alanna Smith,11.07,2
Kiki Rice,Toronto Tempo,Angela Dugalic,10.72,2
Kiki Rice,Toronto Tempo,Tima Pouye,10.44,16
Kiki Rice,Toronto Tempo,Odyssey Sims,10.17,2
Kiki Rice,Toronto Tempo,Kayla Alexander,10.08,4
Kiki Rice,Toronto Tempo,Madina Okot,9.10,3
Kiki Rice,Toronto Tempo,Nell Angloma,7.08,2
Kiki Rice,Toronto Tempo,Aziaha James,6.97,2
Kiki Rice,Toronto Tempo,Teonni Key,6.66,14
Kiki Rice,Toronto Tempo,Cassandre Prosper,5.73,2
Kiki Rice,Toronto Tempo,Maddy Siegrist,5.58,2
Kiki Rice,Toronto Tempo,Ornella Bankole,5.22,2
Kiki Rice,Toronto Tempo,Sika Kone,1.38,3
Kiki Rice,Toronto Tempo,Indya Nivar,1.18,2
Kiki Rice,Toronto Tempo,Aaliyah Nye,1.08,2
Nyara Sabally,Toronto Tempo,Marina Mabrey,28.84,9
Nyara Sabally,Toronto Tempo,Julie Allemand,28.80,7
Nyara Sabally,Toronto Tempo,Kayla McBride,28.79,2
Nyara Sabally,Toronto Tempo,Brittney Sykes,28.02,5
Nyara Sabally,Toronto Tempo,Maria Conde,27.94,9
Nyara Sabally,Toronto Tempo,Laura Juskaite,27.93,9
Nyara Sabally,Toronto Tempo,Olivia Miles,27.41,2
Nyara Sabally,Toronto Tempo,Courtney Williams,27.38,2
Nyara Sabally,Toronto Tempo,Isabelle Harrison,25.48,6
Nyara Sabally,Toronto Tempo,Natasha Howard,25.22,2
Nyara Sabally,Toronto Tempo,Kiki Rice,24.68,3
Nyara Sabally,Toronto Tempo,Temi Fagbenle,19.30,6
Nyara Sabally,Toronto Tempo,Nia Coffey,19.21,2
Nyara Sabally,Toronto Tempo,Maya Caldwell,17.44,2
Nyara Sabally,Toronto Tempo,Lexi Held,15.64,2
Nyara Sabally,Toronto Tempo,Antonia Delaere,13.63,2
Nyara Sabally,Toronto Tempo,Kayla Alexander,13.28,2
Nyara Sabally,Toronto Tempo,Kia Nurse,12.93,9
Nyara Sabally,Toronto Tempo,Nikolina Milic,12.24,2
Nyara Sabally,Toronto Tempo,Teonni Key,9.69,9
Nyara Sabally,Toronto Tempo,Tima Pouye,9.39,6
Nyara Sabally,Toronto Tempo,Eliska Hamzova,4.36,2
Temi Fagbenle,Toronto Tempo,Jessica Shepard,36.07,2
Temi Fagbenle,Toronto Tempo,Kelsey Plum,34.52,2
Temi Fagbenle,Toronto Tempo,Paige Bueckers,34.17,2
Temi Fagbenle,Toronto Tempo,Azzi Fudd,33.19,2
Temi Fagbenle,Toronto Tempo,Brittney Sykes,33.11,11
Temi Fagbenle,Toronto Tempo,Jonquel Jones,32.35,2
Temi Fagbenle,Toronto Tempo,Breanna Stewart,31.68,2
Temi Fagbenle,Toronto Tempo,Dearica Hamby,31.40,2
Temi Fagbenle,Toronto Tempo,Skylar Diggins,31.39,2
Temi Fagbenle,Toronto Tempo,Erica Wheeler,31.38,2
Temi Fagbenle,Toronto Tempo,Nneka Ogwumike,31.18,2
Temi Fagbenle,Toronto Tempo,Julie Allemand,28.92,10
Temi Fagbenle,Toronto Tempo,Natasha Cloud,28.83,2
Temi Fagbenle,Toronto Tempo,Marina Mabrey,28.82,16
Temi Fagbenle,Toronto Tempo,Arike Ogunbowale,28.39,2
Temi Fagbenle,Toronto Tempo,Kiki Rice,27.68,9
Temi Fagbenle,Toronto Tempo,Jade Melbourne,27.62,2
Temi Fagbenle,Toronto Tempo,Rae Burrell,26.63,2
Temi Fagbenle,Toronto Tempo,Pauline Astier,26.40,2
Temi Fagbenle,Toronto Tempo,Flau'jae Johnson,26.35,2
Temi Fagbenle,Toronto Tempo,Maria Conde,26.01,16
Temi Fagbenle,Toronto Tempo,Nyara Sabally,24.86,13
Temi Fagbenle,Toronto Tempo,Marine Johannes,24.53,2
Temi Fagbenle,Toronto Tempo,Laura Juskaite,23.95,16
Temi Fagbenle,Toronto Tempo,Natisha Hiedeman,22.78,2
Temi Fagbenle,Toronto Tempo,Isabelle Harrison,22.65,7
Temi Fagbenle,Toronto Tempo,Kamilla Cardoso,22.56,2
Temi Fagbenle,Toronto Tempo,Stefanie Dolson,22.45,2
Temi Fagbenle,Toronto Tempo,Elizabeth Williams,22.22,2
Temi Fagbenle,Toronto Tempo,Jordan Horston,20.08,2
Temi Fagbenle,Toronto Tempo,Jacy Sheldon,20.03,2
Temi Fagbenle,Toronto Tempo,Azura Stevens,19.48,2
Temi Fagbenle,Toronto Tempo,Cameron Brink,17.43,2
Temi Fagbenle,Toronto Tempo,Rachel Banham,17.26,2
Temi Fagbenle,Toronto Tempo,Betnijah Laney-Hamilton,16.60,2
Temi Fagbenle,Toronto Tempo,Awak Kuier,16.34,2
Temi Fagbenle,Toronto Tempo,Sydney Taylor,15.88,2
Temi Fagbenle,Toronto Tempo,Lexie Brown,14.69,2
Temi Fagbenle,Toronto Tempo,Han Xu,14.68,2
Temi Fagbenle,Toronto Tempo,Zia Cooke,13.60,2
Temi Fagbenle,Toronto Tempo,Kate Martin,12.22,2
Temi Fagbenle,Toronto Tempo,Alysha Clark,11.53,2
Temi Fagbenle,Toronto Tempo,Kayla Alexander,11.49,2
Temi Fagbenle,Toronto Tempo,Alanna Smith,11.07,2
Temi Fagbenle,Toronto Tempo,Kia Nurse,11.07,16
Temi Fagbenle,Toronto Tempo,Chance Gray,10.37,2
Temi Fagbenle,Toronto Tempo,Teonni Key,10.22,15
Temi Fagbenle,Toronto Tempo,Mackenzie Holmes,10.21,2
Temi Fagbenle,Toronto Tempo,Odyssey Sims,10.17,2
Temi Fagbenle,Toronto Tempo,Tima Pouye,9.05,9
Temi Fagbenle,Toronto Tempo,Nikolina Milic,9.01,7
Temi Fagbenle,Toronto Tempo,Lexi Held,8.28,7
Temi Fagbenle,Toronto Tempo,Rebekah Gardner,8.27,2
Temi Fagbenle,Toronto Tempo,Mariella Fasoula,6.99,2
Temi Fagbenle,Toronto Tempo,Aziaha James,6.97,2
Temi Fagbenle,Toronto Tempo,Maddy Siegrist,5.58,2
Temi Fagbenle,Toronto Tempo,Ornella Bankole,5.22,2
Alicia Florez,Washington Mystics,Breanna Stewart,35.32,2
Alicia Florez,Washington Mystics,Sonia Citron,33.64,11
Alicia Florez,Washington Mystics,Marine Johannes,32.17,2
Alicia Florez,Washington Mystics,Leila Lacan,28.52,2
Alicia Florez,Washington Mystics,Jonquel Jones,28.43,2
Alicia Florez,Washington Mystics,Kiki Iriafen,27.79,11
Alicia Florez,Washington Mystics,Natisha Hiedeman,27.71,2
Alicia Florez,Washington Mystics,Shakira Austin,27.41,11
Alicia Florez,Washington Mystics,Flau'jae Johnson,26.68,2
Alicia Florez,Washington Mystics,Kennedy Burke,25.41,2
Alicia Florez,Washington Mystics,Charlisse Leger-Walker,25.10,2
Alicia Florez,Washington Mystics,Georgia Amoore,24.87,12
Alicia Florez,Washington Mystics,Michaela Onyenwere,24.52,8
Alicia Florez,Washington Mystics,Jade Melbourne,23.89,2
Alicia Florez,Washington Mystics,Stefanie Dolson,22.93,2
Alicia Florez,Washington Mystics,Pauline Astier,22.35,2
Alicia Florez,Washington Mystics,Alicia Florez Getino,22.33,3
Alicia Florez,Washington Mystics,Brittney Griner,22.06,2
Alicia Florez,Washington Mystics,Olivia Nelson-Ododa,19.63,2
Alicia Florez,Washington Mystics,Jordan Horston,19.06,2
Alicia Florez,Washington Mystics,Awa Fam,18.87,2
Alicia Florez,Washington Mystics,Cotie McMahon,18.83,10
